"Plot Title:  10635579"
"#","Date","Time, GMT-04:00","Temp, °F (LGR S/N: 10635579, SEN S/N: 10635579, LBL:  10635579_T)","RH, % (LGR S/N: 10635579, SEN S/N: 10635579, LBL:  10635579_RH)"
1,18-05-09,13:48:50,81.952,45.371
2,18-05-09,13:53:50,81.509,45.082
3,18-05-09,13:58:50,81.952,44.328
4,18-05-09,14:03:50,81.597,45.380
5,18-05-09,14:08:50,81.333,42.553
6,18-05-09,14:13:50,83.332,40.466
7,18-05-09,14:18:50,83.109,40.486
8,18-05-09,14:23:50,83.064,40.814
9,18-05-09,14:28:50,85.442,38.794
10,18-05-09,14:33:50,83.511,39.415
11,18-05-09,14:38:50,84.857,39.560
12,18-05-09,14:43:50,86.074,38.562
13,18-05-09,14:48:50,86.527,37.952
14,18-05-09,14:53:50,87.255,38.093
15,18-05-09,14:58:50,87.163,33.022
16,18-05-09,15:03:50,87.028,30.969
17,18-05-09,15:08:50,87.483,32.629
18,18-05-09,15:13:50,87.436,31.740
19,18-05-09,15:18:50,86.119,31.712
20,18-05-09,15:23:50,87.210,34.721
21,18-05-09,15:28:50,87.163,36.407
22,18-05-09,15:33:50,86.074,35.675
23,18-05-09,15:38:50,86.074,36.618
24,18-05-09,15:43:50,84.632,36.540
25,18-05-09,15:48:50,84.407,38.435
26,18-05-09,15:53:50,83.869,39.503
27,18-05-09,15:58:50,85.262,40.348
28,18-05-09,16:03:50,86.482,35.224
29,18-05-09,16:08:50,85.307,35.500
30,18-05-09,16:13:50,88.030,35.136
31,18-05-09,16:18:50,87.985,32.313
32,18-05-09,16:23:50,88.443,31.993
33,18-05-09,16:28:50,88.030,31.632
34,18-05-09,16:33:50,86.709,32.523
35,18-05-09,16:38:50,87.028,32.198
36,18-05-09,16:43:50,87.391,31.055
37,18-05-09,16:48:50,87.528,29.690
38,18-05-09,16:53:50,88.075,30.470
39,18-05-09,16:58:50,88.075,30.881
40,18-05-09,17:03:50,88.351,30.414
41,18-05-09,17:08:50,87.802,29.874
42,18-05-09,17:13:50,87.255,30.980
43,18-05-09,17:18:50,86.256,31.650
44,18-05-09,17:23:50,86.572,31.563
45,18-05-09,17:28:50,88.167,30.817
46,18-05-09,17:33:50,86.709,30.818
47,18-05-09,17:38:50,87.710,29.973
48,18-05-09,17:43:50,86.346,30.459
49,18-05-09,17:48:50,86.617,30.677
50,18-05-09,17:53:50,88.167,30.337
51,18-05-09,17:58:50,88.351,29.177
52,18-05-09,18:03:50,87.118,33.360
53,18-05-09,18:08:50,86.527,34.077
54,18-05-09,18:13:50,85.712,30.703
55,18-05-09,18:18:50,86.164,30.314
56,18-05-09,18:23:50,87.163,30.702
57,18-05-09,18:28:50,87.255,29.609
58,18-05-09,18:33:50,86.346,29.431
59,18-05-09,18:38:50,87.073,29.326
60,18-05-09,18:43:50,87.028,28.292
61,18-05-09,18:48:50,85.939,29.070
62,18-05-09,18:53:50,86.799,28.833
63,18-05-09,18:58:50,87.436,28.585
64,18-05-09,19:03:50,86.391,28.402
65,18-05-09,19:08:50,86.391,28.815
66,18-05-09,19:13:50,85.622,28.850
67,18-05-09,19:18:50,85.352,28.495
68,18-05-09,19:23:50,85.487,27.951
69,18-05-09,19:28:50,84.317,29.067
70,18-05-09,19:33:50,84.049,33.883
71,18-05-09,19:38:50,83.691,37.827
72,18-05-09,19:43:50,83.646,38.958
73,18-05-09,19:48:50,83.109,40.685
74,18-05-09,19:53:50,81.952,41.506
75,18-05-09,19:58:50,81.466,42.528
76,18-05-09,20:03:50,81.154,42.902
77,18-05-09,20:08:50,80.625,43.883
78,18-05-09,20:13:50,80.272,44.349
79,18-05-09,20:18:50,80.227,44.607
80,18-05-09,20:23:50,79.963,45.240
81,18-05-09,20:28:50,79.655,45.706
82,18-05-09,20:33:50,79.524,46.086
83,18-05-09,20:38:50,79.261,46.521
84,18-05-09,20:43:50,79.041,46.958
85,18-05-09,20:48:50,78.910,47.529
86,18-05-09,20:53:50,78.602,47.926
87,18-05-09,20:58:50,78.208,48.604
88,18-05-09,21:03:50,78.121,49.238
89,18-05-09,21:08:50,77.902,49.383
90,18-05-09,21:13:50,77.770,49.661
91,18-05-09,21:18:50,77.639,50.002
92,18-05-09,21:23:50,77.596,50.031
93,18-05-09,21:28:50,77.639,49.811
94,18-05-09,21:33:50,77.770,49.405
95,18-05-09,21:38:50,77.292,49.753
