"Plot Title:  10884524"
"#","Date","Time, GMT-04:00","Temp, °F (LGR S/N: 10884524, SEN S/N: 10884524)","RH, % (LGR S/N: 10884524, SEN S/N: 10884524)"
1,18-05-09,13:58:37,78.602,51.315
2,18-05-09,14:03:37,78.514,51.499
3,18-05-09,14:08:37,78.471,50.031
4,18-05-09,14:13:37,78.865,48.009
5,18-05-09,14:18:37,79.304,45.164
6,18-05-09,14:23:37,79.920,45.042
7,18-05-09,14:28:37,80.184,45.189
8,18-05-09,14:33:37,79.831,45.231
9,18-05-09,14:38:37,79.524,46.151
10,18-05-09,14:43:37,79.612,46.642
11,18-05-09,14:48:37,79.831,47.432
12,18-05-09,14:53:37,80.978,45.762
13,18-05-09,14:58:37,81.687,45.158
14,18-05-09,15:03:37,82.620,41.283
15,18-05-09,15:08:37,82.530,39.723
16,18-05-09,15:13:37,82.575,40.553
17,18-05-09,15:18:37,82.396,42.356
18,18-05-09,15:23:37,82.175,44.244
19,18-05-09,15:28:37,82.042,43.417
20,18-05-09,15:33:37,83.154,43.291
21,18-05-09,15:38:37,82.353,43.043
22,18-05-09,15:43:37,81.730,42.939
23,18-05-09,15:48:37,81.288,43.827
24,18-05-09,15:53:37,80.757,44.706
25,18-05-09,15:58:37,80.978,44.297
26,18-05-09,16:03:37,81.997,44.265
27,18-05-09,16:08:37,82.441,42.721
28,18-05-09,16:13:37,83.021,40.613
29,18-05-09,16:18:37,83.736,40.854
30,18-05-09,16:23:37,84.407,39.168
31,18-05-09,16:28:37,84.049,38.181
32,18-05-09,16:33:37,84.632,37.879
33,18-05-09,16:38:37,83.869,36.566
34,18-05-09,16:43:37,84.094,37.649
35,18-05-09,16:48:37,83.914,35.359
36,18-05-09,16:53:37,83.377,35.365
37,18-05-09,16:58:37,83.377,36.036
38,18-05-09,17:03:37,83.556,36.381
39,18-05-09,17:08:37,83.064,35.852
40,18-05-09,17:13:37,83.511,35.876
41,18-05-09,17:18:37,83.914,36.166
42,18-05-09,17:23:37,83.242,36.833
43,18-05-09,17:28:37,83.377,37.342
44,18-05-09,17:33:37,83.646,36.687
45,18-05-09,17:38:37,83.422,36.005
46,18-05-09,17:43:37,83.021,36.553
47,18-05-09,17:48:37,82.708,36.302
48,18-05-09,17:53:37,83.021,36.754
49,18-05-09,17:58:37,82.976,36.182
50,18-05-09,18:03:37,82.396,37.755
51,18-05-09,18:08:37,82.353,40.176
52,18-05-09,18:13:37,82.530,40.352
53,18-05-09,18:18:37,82.841,38.179
54,18-05-09,18:23:37,82.665,38.502
55,18-05-09,18:28:37,82.175,39.072
56,18-05-09,18:33:37,82.486,35.955
57,18-05-09,18:38:37,82.708,34.859
58,18-05-09,18:43:37,82.886,34.768
59,18-05-09,18:48:37,82.708,33.748
60,18-05-09,18:53:37,82.620,33.980
61,18-05-09,18:58:37,82.441,34.072
62,18-05-09,19:03:37,82.396,33.800
63,18-05-09,19:08:37,82.085,34.121
64,18-05-09,19:13:37,82.085,33.717
65,18-05-09,19:18:37,82.308,33.087
66,18-05-09,19:23:37,82.175,32.709
67,18-05-09,19:28:37,82.042,32.499
68,18-05-09,19:33:37,81.509,33.822
69,18-05-09,19:38:37,81.421,39.956
70,18-05-09,19:43:37,80.802,42.192
71,18-05-09,19:48:37,80.580,43.586
72,18-05-09,19:53:37,80.227,44.574
73,18-05-09,19:58:37,80.139,45.089
74,18-05-09,20:03:37,80.051,45.603
75,18-05-09,20:08:37,80.051,45.895
76,18-05-09,20:13:37,79.876,46.012
77,18-05-09,20:18:37,79.700,46.389
78,18-05-09,20:23:37,79.743,46.554
79,18-05-09,20:28:37,79.435,46.953
80,18-05-09,20:33:37,78.733,47.935
81,18-05-09,20:38:37,78.251,48.928
82,18-05-09,20:43:37,78.165,49.274
83,18-05-09,20:48:37,78.076,49.683
84,18-05-09,20:53:37,77.902,50.276
85,18-05-09,20:58:37,78.121,50.324
86,18-05-09,21:03:37,77.902,50.754
87,18-05-09,21:08:37,77.815,51.066
88,18-05-09,21:13:37,77.509,51.392
89,18-05-09,21:18:37,77.203,51.718
90,18-05-09,21:23:37,77.029,51.800
91,18-05-09,21:28:37,76.854,52.008
92,18-05-09,21:33:37,76.942,51.857
93,18-05-09,21:38:37,76.986,51.702
94,18-05-09,21:43:37,76.942,51.540
95,18-05-09,21:48:37,77.072,51.328
96,18-05-09,21:53:37,77.509,50.661
97,18-05-09,21:58:37,77.815,50.174
98,18-05-09,22:03:37,77.727,50.136
99,18-05-09,22:08:37,77.553,50.155
100,18-05-09,22:13:37,77.770,49.852
101,18-05-09,22:18:37,77.684,49.814
102,18-05-09,22:23:37,77.421,50.114
103,18-05-09,22:28:37,76.899,50.489
104,18-05-09,22:33:37,76.942,50.619
105,18-05-09,22:38:37,76.768,50.734
106,18-05-09,22:43:37,76.725,50.921
107,18-05-09,22:48:37,76.375,51.497
108,18-05-09,22:53:37,75.767,52.400
109,18-05-09,22:58:37,75.898,52.851
110,18-05-09,23:03:37,75.594,53.520
111,18-05-09,23:08:37,75.420,53.852
112,18-05-09,23:13:37,75.463,53.855
113,18-05-09,23:18:37,75.985,53.362
114,18-05-09,23:23:37,76.289,52.913
115,18-05-09,23:28:37,76.332,52.411
116,18-05-09,23:33:37,76.375,52.035
117,18-05-09,23:38:37,76.114,52.174
118,18-05-09,23:43:37,75.551,53.045
119,18-05-09,23:48:37,75.637,53.177
120,18-05-09,23:53:37,75.463,53.321
121,18-05-09,23:58:37,75.290,53.779
122,18-05-10,00:03:37,75.333,53.908
123,18-05-10,00:08:37,75.420,54.040
124,18-05-10,00:13:37,75.204,54.493
125,18-05-10,00:18:37,74.899,55.063
126,18-05-10,00:23:37,74.770,55.302
127,18-05-10,00:28:37,75.029,55.323
128,18-05-10,00:33:37,75.117,55.205
