"Plot Title:  10884538"
"#","Date","Time, GMT-04:00","Temp, °F (LGR S/N: 10884538, SEN S/N: 10884538)","RH, % (LGR S/N: 10884538, SEN S/N: 10884538)"
1,18-05-09,13:30:16,83.691,48.606
2,18-05-09,13:35:16,82.665,43.719
3,18-05-09,13:40:16,81.952,47.255
4,18-05-09,13:45:16,80.935,47.088
5,18-05-09,13:50:16,79.392,47.981
6,18-05-09,13:55:16,79.700,48.806
7,18-05-09,14:00:16,79.261,48.486
8,18-05-09,14:05:16,79.392,49.650
9,18-05-09,14:10:16,80.051,46.866
10,18-05-09,14:15:16,81.244,45.357
11,18-05-09,14:20:16,83.199,42.571
12,18-05-09,14:25:16,82.620,40.754
13,18-05-09,14:30:16,81.819,41.794
14,18-05-09,14:35:16,81.864,42.816
15,18-05-09,14:40:16,81.066,43.028
16,18-05-09,14:45:16,82.798,43.531
17,18-05-09,14:50:16,84.452,41.394
18,18-05-09,14:55:16,84.182,37.788
19,18-05-09,15:00:16,83.869,36.163
20,18-05-09,15:05:16,84.094,35.974
21,18-05-09,15:10:16,82.665,40.294
22,18-05-09,15:15:16,84.990,41.294
23,18-05-09,15:20:16,83.959,41.133
24,18-05-09,15:25:16,84.362,39.864
25,18-05-09,15:30:16,84.990,41.095
26,18-05-09,15:35:16,85.487,42.317
27,18-05-09,15:40:16,83.691,41.612
28,18-05-09,15:45:16,82.085,43.223
29,18-05-09,15:50:16,81.687,42.805
30,18-05-09,15:55:16,83.914,43.010
31,18-05-09,16:00:16,86.074,40.895
32,18-05-09,16:05:16,86.211,35.918
33,18-05-09,16:10:16,85.307,34.420
34,18-05-09,16:15:16,87.391,35.137
35,18-05-09,16:20:16,86.981,33.319
36,18-05-09,16:25:16,86.754,33.783
37,18-05-09,16:30:16,85.532,33.958
38,18-05-09,16:35:16,86.391,34.544
39,18-05-09,16:40:16,86.482,33.056
40,18-05-09,16:45:16,86.301,31.482
41,18-05-09,16:50:16,86.936,32.058
42,18-05-09,16:55:16,86.891,31.919
43,18-05-09,17:00:16,86.709,33.713
44,18-05-09,17:05:16,87.163,31.454
45,18-05-09,17:10:16,86.799,31.676
46,18-05-09,17:15:16,87.665,32.843
47,18-05-09,17:20:16,86.572,34.891
48,18-05-09,17:25:16,84.945,34.334
49,18-05-09,17:30:16,85.352,32.797
50,18-05-09,17:35:16,85.667,33.220
51,18-05-09,17:40:16,86.256,33.520
52,18-05-09,17:45:16,86.029,32.966
53,18-05-09,17:50:16,86.936,32.637
54,18-05-09,17:55:16,86.527,31.185
55,18-05-09,18:00:16,85.894,35.935
56,18-05-09,18:05:16,83.959,38.142
57,18-05-09,18:10:16,84.857,37.591
58,18-05-09,18:15:16,85.712,34.171
59,18-05-09,18:20:16,86.617,34.013
60,18-05-09,18:25:16,85.939,31.260
61,18-05-09,18:30:16,85.894,29.959
62,18-05-09,18:35:16,86.164,29.217
63,18-05-09,18:40:16,85.802,30.468
64,18-05-09,18:45:16,86.164,30.485
65,18-05-09,18:50:16,86.754,30.751
66,18-05-09,18:55:16,86.527,29.782
67,18-05-09,19:00:16,85.307,31.298
68,18-05-09,19:05:16,84.452,29.757
69,18-05-09,19:10:16,84.362,29.719
70,18-05-09,19:15:16,84.317,29.682
71,18-05-09,19:20:16,84.227,30.259
72,18-05-09,19:25:16,84.182,29.334
73,18-05-09,19:30:16,83.021,33.696
74,18-05-09,19:35:16,81.909,39.488
75,18-05-09,19:40:16,81.333,43.339
76,18-05-09,19:45:16,81.154,43.361
77,18-05-09,19:50:16,80.935,43.772
78,18-05-09,19:55:16,80.537,44.399
79,18-05-09,20:00:16,80.316,44.580
80,18-05-09,20:05:16,79.963,45.370
81,18-05-09,20:10:16,79.743,45.906
82,18-05-09,20:15:16,79.567,46.348
83,18-05-09,20:20:16,79.304,46.427
84,18-05-09,20:25:16,79.216,47.034
85,18-05-09,20:30:16,79.084,47.380
86,18-05-09,20:35:16,78.910,47.626
87,18-05-09,20:40:16,78.953,47.693
88,18-05-09,20:45:16,78.690,48.414
89,18-05-09,20:50:16,78.514,48.850
90,18-05-09,20:55:16,78.165,49.114
91,18-05-09,21:00:16,78.165,49.210
92,18-05-09,21:05:16,78.076,49.555
93,18-05-09,21:10:16,77.770,49.852
94,18-05-09,21:15:16,77.596,50.700
95,18-05-09,21:20:16,77.203,50.543
96,18-05-09,21:25:16,77.072,50.693
97,18-05-09,21:30:16,76.854,51.248
98,18-05-09,21:35:16,76.681,50.918
99,18-05-09,21:40:16,76.507,50.841
100,18-05-09,21:45:16,76.636,51.517
101,18-05-09,21:50:16,76.464,51.250
102,18-05-09,21:55:16,76.332,51.367
103,18-05-09,22:00:16,76.419,50.898
104,18-05-09,22:05:16,76.071,51.791
105,18-05-09,22:10:16,76.681,51.045
106,18-05-09,22:15:16,76.681,50.664
107,18-05-09,22:20:16,76.375,50.895
108,18-05-09,22:25:16,76.158,51.259
109,18-05-09,22:30:16,75.724,52.270
110,18-05-09,22:35:16,75.898,51.809
111,18-05-09,22:40:16,75.898,51.525
112,18-05-09,22:45:16,75.508,52.569
113,18-05-09,22:50:16,75.290,53.024
114,18-05-09,22:55:16,75.898,51.936
115,18-05-09,23:00:16,75.767,51.958
116,18-05-09,23:05:16,75.767,52.116
117,18-05-09,23:10:16,75.637,52.295
118,18-05-09,23:15:16,75.463,52.250
119,18-05-09,23:20:16,75.463,52.912
120,18-05-09,23:25:16,75.376,53.911
121,18-05-09,23:30:16,75.420,53.003
122,18-05-09,23:35:16,75.290,52.899
123,18-05-09,23:40:16,75.681,52.235
124,18-05-09,23:45:16,75.117,53.451
125,18-05-09,23:50:16,74.943,53.469
126,18-05-09,23:55:16,75.681,52.614
127,18-05-10,00:00:16,75.551,52.824
128,18-05-10,00:05:16,75.117,54.235
129,18-05-10,00:10:16,74.986,54.131
130,18-05-10,00:15:16,74.986,54.976
131,18-05-10,00:20:16,74.597,54.944
132,18-05-10,00:25:16,74.640,55.010
133,18-05-10,00:30:16,74.813,54.899
134,18-05-10,00:35:16,74.511,55.624
135,18-05-10,00:40:16,74.943,54.910
136,18-05-10,00:45:16,74.727,55.142
137,18-05-10,00:50:16,74.640,55.510
138,18-05-10,00:55:16,74.206,56.346
139,18-05-10,01:00:16,74.597,56.098
140,18-05-10,01:05:16,74.338,56.574
141,18-05-10,01:10:16,74.250,56.691
142,18-05-10,01:15:16,74.424,56.332
143,18-05-10,01:20:16,74.295,55.575
144,18-05-10,01:25:16,74.424,55.243
145,18-05-10,01:30:16,74.250,55.229
146,18-05-10,01:35:16,74.206,55.194
147,18-05-10,01:40:16,74.163,54.816
148,18-05-10,01:45:16,73.645,55.522
149,18-05-10,01:50:16,73.342,56.430
150,18-05-10,01:55:16,73.299,56.643
151,18-05-10,02:00:16,73.213,56.976
152,18-05-10,02:05:16,72.955,57.110
153,18-05-10,02:10:16,72.696,58.506
154,18-05-10,02:15:16,72.826,57.932
155,18-05-10,02:20:16,72.739,58.048
156,18-05-10,02:25:16,72.567,58.341
157,18-05-10,02:30:16,72.351,59.030
158,18-05-10,02:35:16,72.264,59.084
159,18-05-10,02:40:16,72.351,58.630
160,18-05-10,02:45:16,71.661,59.858
161,18-05-10,02:50:16,71.231,60.278
162,18-05-10,02:55:16,71.146,61.032
163,18-05-10,03:00:16,71.103,61.757
164,18-05-10,03:05:16,71.146,61.305
165,18-05-10,03:10:16,71.017,62.688
166,18-05-10,03:15:16,70.201,64.089
167,18-05-10,03:20:16,70.115,64.381
168,18-05-10,03:25:16,70.716,63.897
169,18-05-10,03:30:16,70.887,63.672
170,18-05-10,03:35:16,69.600,65.947
171,18-05-10,03:40:16,69.256,67.132
172,18-05-10,03:45:16,68.571,68.896
173,18-05-10,03:50:16,68.999,68.998
174,18-05-10,03:55:16,69.985,66.431
175,18-05-10,04:00:16,70.372,65.574
176,18-05-10,04:05:16,69.386,66.967
177,18-05-10,04:10:16,68.871,67.746
178,18-05-10,04:15:16,68.099,69.377
179,18-05-10,04:20:16,67.199,71.446
180,18-05-10,04:25:16,66.772,73.196
181,18-05-10,04:30:16,66.643,73.586
182,18-05-10,04:35:16,66.472,73.798
183,18-05-10,04:40:16,65.829,75.361
184,18-05-10,04:45:16,65.487,76.007
185,18-05-10,04:50:16,65.359,76.107
186,18-05-10,04:55:16,65.102,77.015
187,18-05-10,05:00:16,64.888,77.839
188,18-05-10,05:05:16,64.760,78.472
189,18-05-10,05:10:16,64.632,78.907
190,18-05-10,05:15:16,64.589,79.183
191,18-05-10,05:20:16,64.760,79.091
192,18-05-10,05:25:16,64.674,79.109
193,18-05-10,05:30:16,64.546,78.925
194,18-05-10,05:35:16,64.459,79.112
195,18-05-10,05:40:16,64.204,79.838
196,18-05-10,05:45:16,64.204,80.006
197,18-05-10,05:50:16,64.117,79.968
198,18-05-10,05:55:16,64.117,80.107
199,18-05-10,06:00:16,64.161,80.336
200,18-05-10,06:05:16,64.161,80.420
201,18-05-10,06:10:16,64.033,80.376
202,18-05-10,06:15:16,63.862,80.969
203,18-05-10,06:20:16,63.775,80.958
204,18-05-10,06:25:16,63.862,80.969
205,18-05-10,06:30:16,63.775,81.153
206,18-05-10,06:35:16,63.862,81.219
207,18-05-10,06:40:16,63.862,81.247
208,18-05-10,06:45:16,63.862,81.302
209,18-05-10,06:50:16,63.946,81.257
210,18-05-10,06:55:16,64.074,81.245
211,18-05-10,07:00:16,64.288,81.577
212,18-05-10,07:05:16,64.717,82.156
213,18-05-10,07:10:16,65.487,80.663
214,18-05-10,07:15:16,65.444,80.322
215,18-05-10,07:20:16,65.658,80.124
216,18-05-10,07:25:16,66.558,78.711
217,18-05-10,07:30:16,67.757,75.433
218,18-05-10,07:35:16,67.842,74.408
219,18-05-10,07:40:16,68.443,73.059
220,18-05-10,07:45:16,69.427,71.360
221,18-05-10,07:50:16,70.543,70.568
222,18-05-10,07:55:16,70.803,67.849
223,18-05-10,08:00:16,71.231,66.970
224,18-05-10,08:05:16,71.533,66.791
225,18-05-10,08:10:16,71.577,66.437
226,18-05-10,08:15:16,71.274,66.646
227,18-05-10,08:20:16,71.146,66.007
228,18-05-10,08:25:16,71.361,65.699
229,18-05-10,08:30:16,71.834,65.774
230,18-05-10,08:35:16,72.523,64.579
231,18-05-10,08:40:16,73.299,63.504
232,18-05-10,08:45:16,73.213,62.556
