"Plot Title:  10635590"
"#","Date","Time, GMT-04:00","Temp, °F (LGR S/N: 10635590, SEN S/N: 10635590, LBL:  10635590_T)","RH, % (LGR S/N: 10635590, SEN S/N: 10635590, LBL:  10635590_RH)"
1,18-05-09,13:36:29,84.452,43.735
2,18-05-09,13:41:29,80.935,46.570
3,18-05-09,13:46:29,80.361,47.855
4,18-05-09,13:51:29,80.184,48.230
5,18-05-09,13:56:29,79.788,49.037
6,18-05-09,14:01:29,79.831,48.655
7,18-05-09,14:06:29,79.567,48.637
8,18-05-09,14:11:29,79.743,49.932
9,18-05-09,14:16:29,83.154,44.700
10,18-05-09,14:21:29,83.377,44.027
11,18-05-09,14:26:29,84.542,41.664
12,18-05-09,14:31:29,82.530,42.200
13,18-05-09,14:36:29,81.597,43.782
14,18-05-09,14:41:29,82.085,43.584
15,18-05-09,14:46:29,82.130,44.012
16,18-05-09,14:51:29,84.767,40.784
17,18-05-09,14:56:29,84.362,37.262
18,18-05-09,15:01:29,84.587,34.451
19,18-05-09,15:06:29,85.984,35.569
20,18-05-09,15:11:29,86.936,37.606
21,18-05-09,15:16:29,86.164,35.343
22,18-05-09,15:21:29,87.118,34.445
23,18-05-09,15:26:29,88.579,36.618
24,18-05-09,15:31:29,87.163,38.289
25,18-05-09,15:36:29,85.307,38.919
26,18-05-09,15:41:29,83.736,38.363
27,18-05-09,15:46:29,83.287,39.801
28,18-05-09,15:51:29,83.287,41.686
29,18-05-09,15:56:29,85.802,40.845
30,18-05-09,16:01:29,86.074,37.726
31,18-05-09,16:06:29,87.528,33.924
32,18-05-09,16:11:29,86.527,34.855
33,18-05-09,16:16:29,87.985,33.471
34,18-05-09,16:21:29,87.300,33.165
35,18-05-09,16:26:29,86.936,34.267
36,18-05-09,16:31:29,86.256,33.792
37,18-05-09,16:36:29,86.844,33.210
38,18-05-09,16:41:29,88.443,33.630
39,18-05-09,16:46:29,87.210,31.934
40,18-05-09,16:51:29,86.799,32.664
41,18-05-09,16:56:29,86.572,33.672
42,18-05-09,17:01:29,88.306,33.010
43,18-05-09,17:06:29,86.981,33.149
44,18-05-09,17:11:29,88.122,32.660
45,18-05-09,17:16:29,87.757,33.255
46,18-05-09,17:21:29,86.709,32.353
47,18-05-09,17:26:29,87.028,32.301
48,18-05-09,17:31:29,86.391,32.882
49,18-05-09,17:36:29,86.346,32.574
50,18-05-09,17:41:29,86.891,33.484
51,18-05-09,17:46:29,88.122,31.944
52,18-05-09,17:51:29,86.936,32.977
53,18-05-09,17:56:29,87.391,32.011
54,18-05-09,18:01:29,85.532,35.512
55,18-05-09,18:06:29,85.532,35.444
56,18-05-09,18:11:29,85.894,31.905
57,18-05-09,18:16:29,86.346,30.459
58,18-05-09,18:21:29,86.437,30.976
59,18-05-09,18:26:29,85.217,30.885
60,18-05-09,18:31:29,84.990,31.215
61,18-05-09,18:36:29,85.035,30.638
62,18-05-09,18:41:29,84.049,31.443
