"Plot Title:  10635586"
"#","Date","Time, GMT-04:00","Temp, °F (LGR S/N: 10635586, SEN S/N: 10635586, LBL:  10635586_T)","RH, % (LGR S/N: 10635586, SEN S/N: 10635586, LBL:  10635586_RH)"
1,18-05-09,16:14:34,88.763,35.513
2,18-05-09,16:19:34,89.731,34.749
3,18-05-09,16:24:34,87.620,35.689
4,18-05-09,16:29:34,88.579,33.126
5,18-05-09,16:34:34,89.224,32.373
6,18-05-09,16:39:34,88.075,31.668
7,18-05-09,16:44:34,89.362,30.907
8,18-05-09,16:49:34,90.147,29.808
9,18-05-09,16:54:34,88.259,30.272
10,18-05-09,16:59:34,88.718,30.980
11,18-05-09,17:04:34,90.239,30.156
12,18-05-09,17:09:34,89.499,30.054
13,18-05-09,17:14:34,90.286,29.883
14,18-05-09,17:19:34,87.985,30.877
15,18-05-09,17:24:34,87.118,31.793
16,18-05-09,17:29:34,88.947,29.926
17,18-05-09,17:34:34,88.718,30.431
18,18-05-09,17:39:34,88.396,30.896
19,18-05-09,17:44:34,87.163,30.976
20,18-05-09,17:49:34,89.362,29.910
21,18-05-09,17:54:34,88.167,30.062
22,18-05-09,17:59:34,87.346,34.593
23,18-05-09,18:04:34,87.710,35.390
24,18-05-09,18:09:34,87.802,35.429
25,18-05-09,18:14:34,87.757,35.223
26,18-05-09,18:19:34,88.396,35.426
27,18-05-09,18:24:34,87.665,36.097
28,18-05-09,18:29:34,86.981,33.998
29,18-05-09,18:34:34,88.626,32.207
30,18-05-09,18:39:34,87.163,28.918
31,18-05-09,18:44:34,87.300,29.405
32,18-05-09,18:49:34,88.259,29.723
33,18-05-09,18:54:34,88.396,28.558
34,18-05-09,18:59:34,87.483,28.450
35,18-05-09,19:04:34,86.754,28.762
36,18-05-09,19:09:34,86.799,29.589
37,18-05-09,19:14:34,86.437,29.126
38,18-05-09,19:19:34,85.894,29.239
39,18-05-09,19:24:34,85.262,29.622
40,18-05-09,19:29:34,85.262,29.999
41,18-05-09,19:34:34,84.317,35.515
42,18-05-09,19:39:34,82.753,40.961
43,18-05-09,19:44:34,82.486,41.934
44,18-05-09,19:49:34,82.130,43.128
45,18-05-09,19:54:34,81.775,43.793
46,18-05-09,19:59:34,81.288,44.611
47,18-05-09,20:04:34,80.935,44.816
48,18-05-09,20:09:34,80.713,45.029
49,18-05-09,20:14:34,80.580,45.085
50,18-05-09,20:19:34,80.227,45.906
51,18-05-09,20:24:34,80.008,46.151
52,18-05-09,20:29:34,79.876,46.401
53,18-05-09,20:34:34,79.788,46.783
54,18-05-09,20:39:34,79.788,47.041
55,18-05-09,20:44:34,79.743,47.555
56,18-05-09,20:49:34,79.655,48.064
57,18-05-09,20:54:34,79.347,48.460
58,18-05-09,20:59:34,79.084,48.987
59,18-05-09,21:04:34,79.084,49.051
60,18-05-09,21:09:34,78.822,49.161
61,18-05-09,21:14:34,78.690,49.279
62,18-05-09,21:19:34,78.822,48.808
63,18-05-09,21:24:34,78.777,49.029
64,18-05-09,21:29:34,78.777,48.195
65,18-05-09,21:34:34,78.645,48.379
66,18-05-09,21:39:34,78.514,48.305
67,18-05-09,21:44:34,78.339,48.357
68,18-05-09,21:49:34,78.165,48.633
69,18-05-09,21:54:34,77.945,48.906
70,18-05-09,21:59:34,78.076,48.755
71,18-05-09,22:04:34,78.076,48.819
72,18-05-09,22:09:34,77.990,48.877
73,18-05-09,22:14:34,78.076,48.851
74,18-05-09,22:19:34,78.076,48.787
75,18-05-09,22:24:34,77.902,49.447
76,18-05-09,22:29:34,77.945,48.618
77,18-05-09,22:34:34,77.684,49.079
78,18-05-09,22:39:34,77.770,48.861
79,18-05-09,22:44:34,77.464,49.383
80,18-05-09,22:49:34,77.421,49.763
81,18-05-09,22:54:34,77.160,49.680
82,18-05-09,22:59:34,77.160,49.776
83,18-05-09,23:04:34,76.854,50.040
84,18-05-09,23:09:34,76.681,50.187
85,18-05-09,23:14:34,76.681,50.282
86,18-05-09,23:19:34,76.550,51.859
87,18-05-09,23:24:34,76.028,52.325
88,18-05-09,23:29:34,76.158,52.082
89,18-05-09,23:34:34,76.375,51.181
90,18-05-09,23:39:34,76.593,50.594
91,18-05-09,23:44:34,76.725,50.603
92,18-05-09,23:49:34,76.375,50.768
93,18-05-09,23:54:34,76.375,51.307
94,18-05-09,23:59:34,76.246,51.867
95,18-05-10,00:04:34,75.551,53.076
96,18-05-10,00:09:34,75.463,53.290
97,18-05-10,00:14:34,74.770,54.364
98,18-05-10,00:19:34,74.554,55.191
99,18-05-10,00:24:34,74.597,55.319
100,18-05-10,00:29:34,74.683,55.482
101,18-05-10,00:34:34,74.727,55.111
102,18-05-10,00:39:34,74.770,55.271
103,18-05-10,00:44:34,74.683,55.295
104,18-05-10,00:49:34,74.683,55.170
105,18-05-10,00:54:34,74.813,55.180
106,18-05-10,00:59:34,74.597,55.413
107,18-05-10,01:04:34,74.943,55.128
108,18-05-10,01:09:34,75.074,54.858
109,18-05-10,01:14:34,75.247,54.527
110,18-05-10,01:19:34,75.029,54.479
111,18-05-10,01:24:34,74.943,54.472
112,18-05-10,01:29:34,75.074,53.793
113,18-05-10,01:34:34,74.943,53.845
114,18-05-10,01:39:34,74.640,53.947
115,18-05-10,01:44:34,74.727,53.797
116,18-05-10,01:49:34,74.597,53.818
117,18-05-10,01:54:34,74.295,54.014
118,18-05-10,01:59:34,73.861,54.667
119,18-05-10,02:04:34,73.645,54.806
120,18-05-10,02:09:34,73.731,55.249
121,18-05-10,02:14:34,73.731,55.592
122,18-05-10,02:19:34,73.645,55.491
123,18-05-10,02:24:34,73.386,56.092
124,18-05-10,02:29:34,73.126,56.319
125,18-05-10,02:34:34,73.126,56.722
126,18-05-10,02:39:34,72.610,57.204
127,18-05-10,02:44:34,72.696,57.057
128,18-05-10,02:49:34,72.093,57.901
129,18-05-10,02:54:34,72.007,58.355
130,18-05-10,02:59:34,72.783,58.452
131,18-05-10,03:04:34,72.264,58.377
132,18-05-10,03:09:34,71.490,59.415
133,18-05-10,03:14:34,71.060,60.263
134,18-05-10,03:19:34,70.587,61.103
135,18-05-10,03:24:34,70.286,62.046
136,18-05-10,03:29:34,69.858,62.823
137,18-05-10,03:34:34,69.427,63.806
138,18-05-10,03:39:34,69.170,64.651
139,18-05-10,03:44:34,68.999,65.590
140,18-05-10,03:49:34,69.427,65.393
141,18-05-10,03:54:34,70.029,65.002
142,18-05-10,03:59:34,69.728,64.794
143,18-05-10,04:04:34,69.343,65.235
144,18-05-10,04:09:34,69.557,65.674
145,18-05-10,04:14:34,69.643,65.832
146,18-05-10,04:19:34,69.256,66.181
147,18-05-10,04:24:34,68.657,66.658
148,18-05-10,04:29:34,68.099,67.669
149,18-05-10,04:34:34,67.885,68.473
150,18-05-10,04:39:34,67.456,69.018
151,18-05-10,04:44:34,67.158,70.012
152,18-05-10,04:49:34,67.372,70.356
153,18-05-10,04:54:34,67.199,70.572
154,18-05-10,04:59:34,66.686,70.955
155,18-05-10,05:04:34,66.258,71.636
156,18-05-10,05:09:34,66.043,72.280
157,18-05-10,05:14:34,65.658,72.730
158,18-05-10,05:19:34,65.487,73.402
159,18-05-10,05:24:34,65.359,73.963
160,18-05-10,05:29:34,65.444,74.575
161,18-05-10,05:34:34,65.487,74.894
162,18-05-10,05:39:34,65.444,75.061
163,18-05-10,05:44:34,65.230,75.208
164,18-05-10,05:49:34,65.059,75.418
165,18-05-10,05:54:34,65.188,75.774
166,18-05-10,05:59:34,65.145,75.940
167,18-05-10,06:04:34,64.845,75.935
168,18-05-10,06:09:34,64.717,76.233
169,18-05-10,06:14:34,64.589,76.531
170,18-05-10,06:19:34,64.760,76.834
171,18-05-10,06:24:34,64.717,76.914
172,18-05-10,06:29:34,64.674,77.079
173,18-05-10,06:34:34,64.845,77.155
174,18-05-10,06:39:34,64.845,77.155
175,18-05-10,06:44:34,64.845,77.183
176,18-05-10,06:49:34,65.059,77.236
177,18-05-10,06:54:34,65.102,77.185
178,18-05-10,06:59:34,65.145,77.105
179,18-05-10,07:04:34,65.273,77.119
180,18-05-10,07:09:34,65.230,77.199
181,18-05-10,07:14:34,65.574,77.097
182,18-05-10,07:19:34,66.000,76.748
183,18-05-10,07:24:34,66.686,76.114
184,18-05-10,07:29:34,67.627,74.960
185,18-05-10,07:34:34,68.227,73.643
186,18-05-10,07:39:34,68.527,72.633
187,18-05-10,07:44:34,69.170,71.245
188,18-05-10,07:49:34,69.129,70.480
189,18-05-10,07:54:34,69.728,69.661
190,18-05-10,07:59:34,70.072,68.576
191,18-05-10,08:04:34,70.372,67.984
192,18-05-10,08:09:34,70.630,67.209
193,18-05-10,08:14:34,70.587,66.490
194,18-05-10,08:19:34,70.630,66.583
195,18-05-10,08:24:34,71.317,66.292
196,18-05-10,08:29:34,72.007,65.011
197,18-05-10,08:34:34,71.704,64.110
198,18-05-10,08:39:34,72.050,63.206
199,18-05-10,08:44:34,72.567,62.921
200,18-05-10,08:49:34,72.869,62.099
201,18-05-10,08:54:34,73.213,61.156
202,18-05-10,08:59:34,73.515,60.480
203,18-05-10,09:04:34,73.861,59.713
204,18-05-10,09:09:34,74.856,58.753
205,18-05-10,09:14:34,75.290,57.056
206,18-05-10,09:19:34,75.724,56.377
207,18-05-10,09:24:34,76.071,56.281
208,18-05-10,09:29:34,76.986,56.106
209,18-05-10,09:34:34,77.596,55.655
210,18-05-10,09:39:34,77.553,54.617
211,18-05-10,09:44:34,77.553,55.025
212,18-05-10,09:49:34,77.902,54.361
213,18-05-10,09:54:34,78.514,54.662
214,18-05-10,09:59:34,79.392,53.216
215,18-05-10,10:04:34,79.700,53.271
216,18-05-10,10:09:34,79.788,52.167
217,18-05-10,10:14:34,80.272,51.981
218,18-05-10,10:19:34,80.890,51.231
219,18-05-10,10:24:34,81.154,49.842
220,18-05-10,10:29:34,81.554,48.068
221,18-05-10,10:34:34,81.597,49.360
222,18-05-10,10:39:34,81.864,47.831
223,18-05-10,10:44:34,82.753,47.504
224,18-05-10,10:49:34,82.441,45.957
225,18-05-10,10:54:34,84.362,45.825
226,18-05-10,10:59:34,83.377,45.270
227,18-05-10,11:04:34,82.976,44.884
228,18-05-10,11:09:34,83.199,44.964
229,18-05-10,11:14:34,84.542,43.773
230,18-05-10,11:19:34,85.035,43.081
231,18-05-10,11:24:34,85.849,42.769
232,18-05-10,11:29:34,86.346,41.575
233,18-05-10,11:34:34,85.939,40.754
234,18-05-10,11:39:34,85.802,40.214
235,18-05-10,11:44:34,86.074,40.696
236,18-05-10,11:49:34,86.891,39.811
237,18-05-10,11:54:34,86.391,39.048
238,18-05-10,11:59:34,85.802,39.415
239,18-05-10,12:04:34,86.844,39.742
240,18-05-10,12:09:34,87.073,38.485
241,18-05-10,12:14:34,86.346,39.313
242,18-05-10,12:19:34,86.527,38.755
243,18-05-10,12:24:34,86.482,39.321
244,18-05-10,12:29:34,87.346,38.232
245,18-05-10,12:34:34,88.306,38.722
246,18-05-10,12:39:34,87.483,38.575
247,18-05-10,12:44:34,86.482,38.786
248,18-05-10,12:49:34,86.572,39.259
249,18-05-10,12:54:34,87.528,38.377
250,18-05-10,12:59:34,88.396,37.148
251,18-05-10,13:04:34,88.030,36.623
252,18-05-10,13:09:34,88.351,37.617
253,18-05-10,13:14:34,88.351,36.977
254,18-05-10,13:19:34,87.802,37.586
255,18-05-10,13:24:34,89.316,37.063
256,18-05-10,13:29:34,89.593,36.267
257,18-05-10,13:34:34,88.306,36.334
