"Plot Title:  10635589"
"#","Date","Time, GMT-04:00","Temp, °F (LGR S/N: 10635589, SEN S/N: 10635589, LBL:  10635589_T)","RH, % (LGR S/N: 10635589, SEN S/N: 10635589, LBL:  10635589_RH)"
1,18-05-09,13:39:32,81.952,45.371
2,18-05-09,13:44:32,81.066,45.995
3,18-05-09,13:49:32,80.757,46.590
4,18-05-09,13:54:32,80.537,47.158
5,18-05-09,13:59:32,80.713,46.393
6,18-05-09,14:04:32,80.668,46.973
7,18-05-09,14:09:32,79.920,45.432
8,18-05-09,14:14:32,82.708,43.033
9,18-05-09,14:19:32,84.362,42.049
10,18-05-09,14:24:32,83.824,42.082
11,18-05-09,14:29:32,83.109,42.170
12,18-05-09,14:34:32,81.819,41.465
13,18-05-09,14:39:32,84.990,40.896
14,18-05-09,14:44:32,83.332,40.665
15,18-05-09,14:49:32,84.990,39.767
16,18-05-09,14:54:32,86.617,35.906
17,18-05-09,14:59:32,84.632,34.386
18,18-05-09,15:04:32,85.939,35.735
19,18-05-09,15:09:32,87.436,34.123
20,18-05-09,15:14:32,86.391,34.408
21,18-05-09,15:19:32,87.802,33.700
22,18-05-09,15:24:32,85.894,34.247
23,18-05-09,15:29:32,86.119,36.385
24,18-05-09,15:34:32,84.900,36.151
25,18-05-09,15:39:32,85.035,36.360
26,18-05-09,15:44:32,83.914,37.371
27,18-05-09,15:49:32,83.736,37.896
28,18-05-09,15:54:32,86.936,38.008
29,18-05-09,15:59:32,86.891,36.426
30,18-05-09,16:04:32,87.028,34.034
31,18-05-09,16:09:32,86.391,34.137
32,18-05-09,16:14:32,87.118,32.203
33,18-05-09,16:19:32,87.210,32.275
34,18-05-09,16:24:32,86.936,33.113
35,18-05-09,16:29:32,87.436,32.661
36,18-05-09,16:34:32,87.118,32.612
37,18-05-09,16:39:32,87.346,32.759
38,18-05-09,16:44:32,87.436,30.509
39,18-05-09,16:49:32,86.164,31.884
40,18-05-09,16:54:32,86.346,33.830
41,18-05-09,16:59:32,86.527,32.991
42,18-05-09,17:04:32,87.118,33.020
43,18-05-09,17:09:32,86.844,32.870
44,18-05-09,17:14:32,87.528,31.642
45,18-05-09,17:19:32,85.757,32.511
46,18-05-09,17:24:32,87.757,30.798
47,18-05-09,17:29:32,86.844,30.858
48,18-05-09,17:34:32,87.894,31.591
49,18-05-09,17:39:32,87.847,30.871
50,18-05-09,17:44:32,88.214,30.408
51,18-05-09,17:49:32,87.483,30.956
52,18-05-09,17:54:32,87.210,30.499
53,18-05-09,17:59:32,86.164,31.066
54,18-05-09,18:04:32,85.577,31.584
55,18-05-09,18:09:32,85.757,31.183
56,18-05-09,18:14:32,85.442,30.725
57,18-05-09,18:19:32,86.164,31.134
58,18-05-09,18:24:32,86.119,31.132
59,18-05-09,18:29:32,86.119,30.243
60,18-05-09,18:34:32,85.442,30.656
61,18-05-09,18:39:32,86.164,29.286
62,18-05-09,18:44:32,85.802,29.681
