"Plot Title:  10884520"
"#","Date","Time, GMT-04:00","Temp, °F (LGR S/N: 10884520, SEN S/N: 10884520)","RH, % (LGR S/N: 10884520, SEN S/N: 10884520)"
1,18-05-10,12:00:00,81.509,49.643
2,18-05-10,12:05:00,81.997,48.131
3,18-05-10,12:10:00,81.819,47.763
4,18-05-10,12:15:00,82.575,47.460
5,18-05-10,12:20:00,82.308,46.825
6,18-05-10,12:25:00,82.175,47.723
7,18-05-10,12:30:00,82.175,48.305
8,18-05-10,12:35:00,82.308,48.379
9,18-05-10,12:40:00,82.620,48.401
10,18-05-10,12:45:00,82.486,48.972
11,18-05-10,12:50:00,82.931,46.933
12,18-05-10,12:55:00,83.242,46.564
13,18-05-10,13:00:00,83.109,46.880
14,18-05-10,13:05:00,82.218,46.235
15,18-05-10,13:10:00,82.130,45.839
16,18-05-10,13:15:00,82.976,46.481
17,18-05-10,13:20:00,83.779,46.210
18,18-05-10,13:25:00,83.914,44.847
19,18-05-10,13:30:00,84.004,44.919
20,18-05-10,13:35:00,83.779,45.721
21,18-05-10,13:40:00,82.575,46.389
22,18-05-10,13:45:00,81.376,48.378
23,18-05-10,13:50:00,80.713,50.098
24,18-05-10,13:55:00,80.316,51.284
25,18-05-10,14:00:00,80.008,52.089
26,18-05-10,14:05:00,79.743,52.672
27,18-05-10,14:10:00,79.831,53.977
28,18-05-10,14:15:00,80.227,54.798
29,18-05-10,14:20:00,80.316,54.805
30,18-05-10,14:25:00,80.537,51.236
31,18-05-10,14:30:00,81.952,49.353
32,18-05-10,14:35:00,83.109,48.112
33,18-05-10,14:40:00,84.362,46.249
34,18-05-10,14:45:00,83.467,47.651
35,18-05-10,14:50:00,82.798,50.025
36,18-05-10,14:55:00,83.287,50.061
37,18-05-10,15:00:00,83.199,51.723
38,18-05-10,15:05:00,83.332,50.385
39,18-05-10,15:10:00,82.753,49.893
40,18-05-10,15:15:00,83.556,48.499
41,18-05-10,15:20:00,83.736,47.377
42,18-05-10,15:25:00,83.779,46.535
43,18-05-10,15:30:00,83.914,45.893
44,18-05-10,15:35:00,84.094,46.687
45,18-05-10,15:40:00,84.094,46.035
46,18-05-10,15:45:00,85.127,45.189
47,18-05-10,15:50:00,84.452,44.620
48,18-05-10,15:55:00,83.824,46.180
49,18-05-10,16:00:00,84.137,46.103
50,18-05-10,16:05:00,84.722,43.916
51,18-05-10,16:10:00,85.894,42.738
52,18-05-10,16:15:00,85.307,42.405
53,18-05-10,16:20:00,85.532,41.559
54,18-05-10,16:25:00,85.307,41.578
55,18-05-10,16:30:00,84.812,42.539
56,18-05-10,16:35:00,84.497,44.459
57,18-05-10,16:40:00,84.227,42.832
58,18-05-10,16:45:00,83.736,44.639
59,18-05-10,16:50:00,83.332,44.646
60,18-05-10,16:55:00,83.109,46.750
61,18-05-10,17:00:00,83.332,45.593
62,18-05-10,17:05:00,82.931,45.795
63,18-05-10,17:10:00,82.886,46.865
64,18-05-10,17:15:00,83.377,46.183
65,18-05-10,17:20:00,83.824,45.365
66,18-05-10,17:25:00,83.691,44.767
67,18-05-10,17:30:00,83.736,44.967
68,18-05-10,17:35:00,83.556,46.064
69,18-05-10,17:40:00,83.109,46.425
70,18-05-10,17:45:00,82.841,47.381
71,18-05-10,17:50:00,82.753,47.115
72,18-05-10,17:55:00,83.021,46.191
73,18-05-10,18:00:00,83.511,43.707
74,18-05-10,18:05:00,83.691,44.178
75,18-05-10,18:10:00,83.646,45.026
76,18-05-10,18:15:00,83.601,46.751
77,18-05-10,18:20:00,83.021,46.939
78,18-05-10,18:25:00,82.353,47.541
79,18-05-10,18:30:00,81.997,47.226
80,18-05-10,18:35:00,81.864,47.572
81,18-05-10,18:40:00,81.687,48.174
82,18-05-10,18:45:00,81.199,46.231
83,18-05-10,18:50:00,79.128,47.093
84,18-05-10,18:55:00,77.639,48.980
85,18-05-10,19:00:00,77.029,50.880
86,18-05-10,19:05:00,76.289,51.681
