"Plot Title:  10635596"
"#","Date","Time, GMT-04:00","Temp, °F (LGR S/N: 10635596, SEN S/N: 10635596, LBL:  10635596_T)","RH, % (LGR S/N: 10635596, SEN S/N: 10635596, LBL:  10635596_RH)"
1,18-05-10,10:56:34,81.421,46.376
2,18-05-10,11:01:34,82.263,46.725
3,18-05-10,11:06:34,82.841,46.244
4,18-05-10,11:11:34,82.530,44.790
5,18-05-10,11:16:34,82.620,46.197
6,18-05-10,11:21:34,83.332,46.245
7,18-05-10,11:26:34,83.646,44.699
8,18-05-10,11:31:34,83.242,44.804
9,18-05-10,11:36:34,83.914,44.586
10,18-05-10,11:41:34,83.869,43.862
11,18-05-10,11:46:34,84.182,42.401
12,18-05-10,11:51:34,84.767,41.810
13,18-05-10,11:56:34,85.172,41.901
14,18-05-10,12:01:34,85.397,41.451
15,18-05-10,12:06:34,85.939,41.616
16,18-05-10,12:11:34,85.894,41.812
17,18-05-10,12:16:34,85.487,42.251
18,18-05-10,12:21:34,86.391,39.949
19,18-05-10,12:26:34,85.757,39.812
20,18-05-10,12:31:34,85.894,40.286
21,18-05-10,12:36:34,86.617,40.395
22,18-05-10,12:41:34,87.346,39.671
23,18-05-10,12:46:34,85.939,41.451
24,18-05-10,12:51:34,86.936,38.678
25,18-05-10,12:56:34,87.436,39.108
26,18-05-10,13:01:34,88.534,38.568
27,18-05-10,13:06:34,86.437,39.184
28,18-05-10,13:11:34,87.346,40.338
29,18-05-10,13:16:34,86.664,38.830
30,18-05-10,13:21:34,87.757,38.457
31,18-05-10,13:26:34,88.306,38.085
32,18-05-10,13:31:34,89.316,36.996
33,18-05-10,13:36:34,90.194,36.062
34,18-05-10,13:41:34,86.709,38.632
35,18-05-10,13:46:34,86.891,41.110
36,18-05-10,13:51:34,86.754,40.902
37,18-05-10,13:56:34,85.082,42.193
38,18-05-10,14:01:34,84.094,43.482
39,18-05-10,14:06:34,84.722,43.291
40,18-05-10,14:11:34,84.722,43.719
41,18-05-10,14:16:34,84.542,45.739
42,18-05-10,14:21:34,84.812,39.690
43,18-05-10,14:26:34,86.164,39.969
44,18-05-10,14:31:34,87.939,39.572
45,18-05-10,14:36:34,87.620,39.319
46,18-05-10,14:41:34,86.164,40.335
47,18-05-10,14:46:34,86.617,40.562
48,18-05-10,14:51:34,87.483,39.512
49,18-05-10,14:56:34,87.573,40.252
50,18-05-10,15:01:34,88.810,39.522
51,18-05-10,15:06:34,88.396,39.029
52,18-05-10,15:11:34,89.085,39.001
53,18-05-10,15:16:34,89.269,35.709
54,18-05-10,15:21:34,88.718,37.300
55,18-05-10,15:26:34,88.993,35.626
56,18-05-10,15:31:34,88.718,35.578
57,18-05-10,15:36:34,88.579,36.281
58,18-05-10,15:41:34,87.757,35.561
59,18-05-10,15:46:34,88.443,35.394
60,18-05-10,15:51:34,89.362,34.764
61,18-05-10,15:56:34,88.351,35.457
62,18-05-10,16:01:34,88.214,34.434
63,18-05-10,16:06:34,88.396,36.170
64,18-05-10,16:11:34,87.300,36.617
65,18-05-10,16:16:34,86.664,36.986
66,18-05-10,16:21:34,87.710,36.976
67,18-05-10,16:26:34,87.346,37.494
68,18-05-10,16:31:34,87.894,37.558
69,18-05-10,16:36:34,87.436,37.902
70,18-05-10,16:41:34,87.210,38.023
71,18-05-10,16:46:34,86.391,38.714
72,18-05-10,16:51:34,86.301,38.609
73,18-05-10,16:56:34,86.527,38.119
74,18-05-10,17:01:34,87.346,37.695
75,18-05-10,17:06:34,86.891,38.876
76,18-05-10,17:11:34,87.620,38.717
77,18-05-10,17:16:34,86.437,38.884
78,18-05-10,17:21:34,86.799,39.439
79,18-05-10,17:26:34,87.300,39.000
80,18-05-10,17:31:34,86.936,38.276
81,18-05-10,17:36:34,87.073,38.619
82,18-05-10,17:41:34,86.709,37.257
83,18-05-10,17:46:34,86.754,37.730
84,18-05-10,17:51:34,86.799,37.531
85,18-05-10,17:56:34,86.981,37.339
