"Plot Title:  10635584"
"#","Date","Time, GMT-04:00","Temp, °F (LGR S/N: 10635584, SEN S/N: 10635584, LBL:  10635584_T)","RH, % (LGR S/N: 10635584, SEN S/N: 10635584, LBL:  10635584_RH)"
1,18-05-09,13:46:46,80.008,48.121
2,18-05-09,13:51:46,79.216,49.509
3,18-05-09,13:56:46,79.216,48.226
4,18-05-09,14:01:46,80.227,49.775
5,18-05-09,14:06:46,81.952,47.125
6,18-05-09,14:11:46,82.665,44.668
7,18-05-09,14:16:46,84.049,40.409
8,18-05-09,14:21:46,83.109,41.114
9,18-05-09,14:26:46,83.646,42.137
10,18-05-09,14:31:46,81.730,42.348
11,18-05-09,14:36:46,82.665,41.021
12,18-05-09,14:41:46,84.362,41.917
13,18-05-09,14:46:46,85.712,40.142
14,18-05-09,14:51:46,86.256,39.207
15,18-05-09,14:56:46,85.172,35.459
16,18-05-09,15:01:46,84.542,34.516
17,18-05-09,15:06:46,84.587,35.664
18,18-05-09,15:11:46,85.442,34.698
19,18-05-09,15:16:46,85.172,36.031
20,18-05-09,15:21:46,85.172,35.695
21,18-05-09,15:26:46,86.346,36.027
22,18-05-09,15:31:46,85.035,36.528
23,18-05-09,15:36:46,85.667,37.937
24,18-05-09,15:41:46,86.936,37.270
25,18-05-09,15:46:46,86.527,38.052
26,18-05-09,15:51:46,84.227,37.255
27,18-05-09,15:56:46,83.914,38.440
28,18-05-09,16:01:46,86.617,38.994
29,18-05-09,16:06:46,88.306,36.401
30,18-05-09,16:11:46,87.710,35.424
31,18-05-09,16:16:46,88.122,34.463
32,18-05-09,16:21:46,85.667,34.304
33,18-05-09,16:26:46,86.164,35.815
34,18-05-09,16:31:46,85.712,35.589
35,18-05-09,16:36:46,85.667,34.844
36,18-05-09,16:41:46,86.211,34.805
37,18-05-09,16:46:46,86.437,33.665
38,18-05-09,16:51:46,88.214,32.426
39,18-05-09,16:56:46,87.436,33.104
40,18-05-09,17:01:46,87.665,33.387
41,18-05-09,17:06:46,87.939,30.806
42,18-05-09,17:11:46,86.527,32.583
43,18-05-09,17:16:46,86.346,32.982
44,18-05-09,17:21:46,86.256,33.385
45,18-05-09,17:26:46,86.527,32.719
46,18-05-09,17:31:46,87.210,32.888
47,18-05-09,17:36:46,87.483,31.606
48,18-05-09,17:41:46,88.075,30.813
49,18-05-09,17:46:46,88.443,31.788
50,18-05-09,17:51:46,86.936,31.785
51,18-05-09,17:56:46,87.028,32.062
52,18-05-09,18:01:46,87.255,32.959
53,18-05-09,18:06:46,87.028,33.287
54,18-05-09,18:11:46,85.577,33.351
55,18-05-09,18:16:46,84.945,32.607
56,18-05-09,18:21:46,85.082,32.036
57,18-05-09,18:26:46,84.722,32.630
58,18-05-09,18:31:46,84.362,32.477
59,18-05-09,18:36:46,83.914,32.387
60,18-05-09,18:41:46,83.824,31.840
61,18-05-09,18:46:46,83.467,31.891
62,18-05-09,18:51:46,83.332,31.851
63,18-05-09,18:56:46,83.199,32.149
64,18-05-09,19:01:46,83.021,32.005
65,18-05-09,19:06:46,83.021,31.734
66,18-05-09,19:11:46,82.753,32.466
67,18-05-09,19:16:46,82.620,32.223
68,18-05-09,19:21:46,82.486,31.708
69,18-05-09,19:26:46,82.620,30.900
70,18-05-09,19:31:46,82.308,31.021
71,18-05-09,19:36:46,81.554,38.007
72,18-05-09,19:41:46,81.421,40.485
73,18-05-09,19:46:46,81.199,42.315
74,18-05-09,19:51:46,80.713,43.660
75,18-05-09,19:56:46,80.625,43.752
76,18-05-09,20:01:46,80.449,43.904
77,18-05-09,20:06:46,80.361,44.159
78,18-05-09,20:11:46,79.963,45.045
79,18-05-09,20:16:46,79.831,45.231
80,18-05-09,20:21:46,79.743,45.485
81,18-05-09,20:26:46,79.435,46.112
82,18-05-09,20:31:46,79.612,46.254
83,18-05-09,20:36:46,79.524,46.442
84,18-05-09,20:41:46,79.304,46.750
85,18-05-09,20:46:46,79.261,47.134
86,18-05-09,20:51:46,79.128,47.480
87,18-05-09,20:56:46,78.953,47.918
88,18-05-09,21:01:46,78.733,48.256
89,18-05-09,21:06:46,78.645,48.379
90,18-05-09,21:11:46,78.559,48.405
91,18-05-09,21:16:46,78.427,48.524
92,18-05-09,21:21:46,78.514,48.305
93,18-05-09,21:26:46,78.165,48.761
94,18-05-09,21:31:46,78.296,48.514
95,18-05-09,21:36:46,77.815,49.025
96,18-05-09,21:41:46,77.902,48.807
97,18-05-09,21:46:46,77.770,48.893
98,18-05-09,21:51:46,77.859,48.643
99,18-05-09,21:56:46,77.553,48.814
100,18-05-09,22:01:46,77.509,48.843
101,18-05-09,22:06:46,77.639,48.820
102,18-05-09,22:11:46,77.203,49.236
103,18-05-09,22:16:46,76.899,49.693
104,18-05-09,22:21:46,76.986,49.763
105,18-05-09,22:26:46,77.160,49.425
106,18-05-09,22:31:46,77.160,49.393
107,18-05-09,22:36:46,77.072,49.323
108,18-05-09,22:41:46,76.464,50.012
109,18-05-09,22:46:46,76.289,50.476
110,18-05-09,22:51:46,76.289,50.698
111,18-05-09,22:56:46,76.854,50.231
112,18-05-09,23:01:46,76.289,50.762
113,18-05-09,23:06:46,75.724,51.954
114,18-05-09,23:11:46,75.724,52.017
115,18-05-09,23:16:46,75.463,52.439
116,18-05-09,23:21:46,75.594,52.071
117,18-05-09,23:26:46,75.551,52.761
118,18-05-09,23:31:46,75.551,52.667
119,18-05-09,23:36:46,76.028,51.440
120,18-05-09,23:41:46,75.985,51.341
121,18-05-09,23:46:46,76.114,51.319
122,18-05-09,23:51:46,75.985,51.563
123,18-05-09,23:56:46,75.985,51.753
124,18-05-10,00:01:46,75.724,52.302
125,18-05-10,00:06:46,75.767,52.305
126,18-05-10,00:11:46,75.594,52.607
127,18-05-10,00:16:46,75.420,52.940
128,18-05-10,00:21:46,75.594,52.859
129,18-05-10,00:26:46,75.420,53.349
130,18-05-10,00:31:46,75.551,53.296
131,18-05-10,00:36:46,75.074,53.918
132,18-05-10,00:41:46,75.117,54.204
133,18-05-10,00:46:46,75.204,54.085
134,18-05-10,00:51:46,74.943,54.660
135,18-05-10,00:56:46,75.074,54.514
136,18-05-10,01:01:46,74.770,54.990
137,18-05-10,01:06:46,74.727,55.548
138,18-05-10,01:11:46,74.120,56.152
139,18-05-10,01:16:46,74.163,56.373
140,18-05-10,01:21:46,73.645,56.889
141,18-05-10,01:26:46,73.602,56.885
142,18-05-10,01:31:46,73.731,56.710
143,18-05-10,01:36:46,73.558,56.602
144,18-05-10,01:41:46,73.386,56.805
145,18-05-10,01:46:46,73.342,56.709
146,18-05-10,01:51:46,73.213,56.853
147,18-05-10,01:56:46,73.213,56.945
148,18-05-10,02:01:46,73.299,56.705
149,18-05-10,02:06:46,73.126,57.031
150,18-05-10,02:11:46,73.299,56.860
151,18-05-10,02:16:46,72.783,57.435
152,18-05-10,02:21:46,72.739,57.616
153,18-05-10,02:26:46,72.567,57.972
154,18-05-10,02:31:46,72.523,58.399
155,18-05-10,02:36:46,72.264,58.562
156,18-05-10,02:41:46,72.050,58.912
157,18-05-10,02:46:46,71.748,59.437
158,18-05-10,02:51:46,71.791,59.716
159,18-05-10,02:56:46,71.920,59.636
160,18-05-10,03:01:46,72.093,59.467
161,18-05-10,03:06:46,72.093,59.437
162,18-05-10,03:11:46,71.748,59.804
163,18-05-10,03:16:46,71.834,60.087
164,18-05-10,03:21:46,71.490,60.545
165,18-05-10,03:26:46,70.887,61.343
166,18-05-10,03:31:46,70.329,62.383
167,18-05-10,03:36:46,70.029,63.230
168,18-05-10,03:41:46,70.029,63.712
169,18-05-10,03:46:46,69.858,64.267
170,18-05-10,03:51:46,69.771,64.738
171,18-05-10,03:56:46,69.514,65.073
172,18-05-10,04:01:46,69.427,65.542
173,18-05-10,04:06:46,69.300,65.739
174,18-05-10,04:11:46,68.999,66.394
175,18-05-10,04:16:46,68.356,67.221
176,18-05-10,04:21:46,67.413,68.484
177,18-05-10,04:26:46,66.985,69.644
178,18-05-10,04:31:46,66.686,70.606
179,18-05-10,04:36:46,66.472,71.369
180,18-05-10,04:41:46,66.087,72.169
181,18-05-10,04:46:46,65.959,72.704
182,18-05-10,04:51:46,65.829,73.267
183,18-05-10,04:56:46,65.574,73.900
184,18-05-10,05:01:46,65.403,74.398
185,18-05-10,05:06:46,65.316,74.732
186,18-05-10,05:11:46,65.102,75.308
187,18-05-10,05:16:46,65.444,75.518
188,18-05-10,05:21:46,65.017,75.641
189,18-05-10,05:26:46,64.674,76.114
190,18-05-10,05:31:46,64.803,76.527
191,18-05-10,05:36:46,64.459,76.913
192,18-05-10,05:41:46,64.375,77.214
193,18-05-10,05:46:46,64.375,77.469
194,18-05-10,05:51:46,64.288,77.713
195,18-05-10,05:56:46,64.117,78.059
196,18-05-10,06:01:46,64.247,78.328
197,18-05-10,06:06:46,64.288,78.361
198,18-05-10,06:11:46,64.204,78.492
199,18-05-10,06:16:46,64.204,78.548
200,18-05-10,06:21:46,63.903,78.794
201,18-05-10,06:26:46,64.117,79.043
202,18-05-10,06:31:46,63.946,79.079
203,18-05-10,06:36:46,63.819,79.176
204,18-05-10,06:41:46,63.775,79.395
205,18-05-10,06:46:46,63.819,79.484
206,18-05-10,06:51:46,63.946,79.695
207,18-05-10,06:56:46,64.204,79.838
208,18-05-10,07:01:46,64.117,79.828
209,18-05-10,07:06:46,64.033,79.985
210,18-05-10,07:11:46,64.888,79.920
211,18-05-10,07:16:46,64.931,79.532
212,18-05-10,07:21:46,66.173,78.722
213,18-05-10,07:26:46,66.429,77.819
214,18-05-10,07:31:46,67.028,76.752
215,18-05-10,07:36:46,67.114,75.934
216,18-05-10,07:41:46,67.456,75.371
217,18-05-10,07:46:46,67.714,74.509
218,18-05-10,07:51:46,67.842,74.207
219,18-05-10,07:56:46,68.527,72.952
220,18-05-10,08:01:46,68.871,71.855
221,18-05-10,08:06:46,69.042,71.232
222,18-05-10,08:11:46,68.999,70.701
223,18-05-10,08:16:46,69.213,70.694
224,18-05-10,08:21:46,69.386,70.624
225,18-05-10,08:26:46,69.728,70.102
226,18-05-10,08:31:46,69.858,69.704
227,18-05-10,08:36:46,70.243,69.184
228,18-05-10,08:41:46,70.630,68.069
229,18-05-10,08:46:46,71.017,67.157
230,18-05-10,08:51:46,71.361,66.834
231,18-05-10,08:56:46,71.834,65.804
232,18-05-10,09:01:46,72.394,64.265
233,18-05-10,09:06:46,72.523,62.645
234,18-05-10,09:11:46,72.826,62.308
235,18-05-10,09:16:46,73.170,62.127
236,18-05-10,09:21:46,73.645,61.652
237,18-05-10,09:26:46,74.034,60.985
238,18-05-10,09:31:46,74.770,60.652
239,18-05-10,09:36:46,75.247,60.111
240,18-05-10,09:41:46,75.724,59.722
241,18-05-10,09:46:46,76.246,59.088
242,18-05-10,09:51:46,76.593,58.716
243,18-05-10,09:56:46,76.811,57.774
244,18-05-10,10:01:46,76.768,57.273
245,18-05-10,10:06:46,76.681,57.390
246,18-05-10,10:11:46,76.811,58.022
247,18-05-10,10:16:46,77.203,56.811
248,18-05-10,10:21:46,77.421,57.856
249,18-05-10,10:26:46,78.382,55.625
250,18-05-10,10:31:46,78.910,55.008
251,18-05-10,10:36:46,79.261,53.775
252,18-05-10,10:41:46,79.524,52.687
253,18-05-10,10:46:46,79.743,51.273
254,18-05-10,10:51:46,80.404,52.182
255,18-05-10,10:56:46,80.890,49.726
256,18-05-10,11:01:46,80.978,50.342
257,18-05-10,11:06:46,81.154,49.328
258,18-05-10,11:11:46,81.554,48.970
259,18-05-10,11:16:46,81.554,47.551
260,18-05-10,11:21:46,81.730,48.145
261,18-05-10,11:26:46,82.530,47.683
262,18-05-10,11:31:46,82.886,46.670
263,18-05-10,11:36:46,83.109,45.774
264,18-05-10,11:41:46,83.242,45.261
265,18-05-10,11:46:46,83.646,43.683
266,18-05-10,11:51:46,83.109,42.828
267,18-05-10,11:56:46,84.049,43.315
268,18-05-10,12:01:46,83.377,43.272
269,18-05-10,12:06:46,84.004,43.739
270,18-05-10,12:11:46,83.779,44.708
271,18-05-10,12:16:46,84.812,42.242
272,18-05-10,12:21:46,85.127,41.070
273,18-05-10,12:26:46,84.812,41.746
274,18-05-10,12:31:46,84.452,40.930
275,18-05-10,12:36:46,84.990,41.360
276,18-05-10,12:41:46,86.119,41.926
277,18-05-10,12:46:46,85.172,41.106
278,18-05-10,12:51:46,87.210,41.694
279,18-05-10,12:56:46,87.391,39.974
280,18-05-10,13:01:46,85.849,38.282
281,18-05-10,13:06:46,85.894,40.419
282,18-05-10,13:11:46,87.894,39.870
283,18-05-10,13:16:46,85.802,39.015
284,18-05-10,13:21:46,86.799,39.940
285,18-05-10,13:26:46,88.075,38.910
286,18-05-10,13:31:46,88.030,38.069
287,18-05-10,13:36:46,87.802,37.485
288,18-05-10,13:41:46,86.527,40.124
289,18-05-10,13:46:46,86.391,41.710
290,18-05-10,13:51:46,85.307,42.041
291,18-05-10,13:56:46,84.227,42.964
292,18-05-10,14:01:46,84.049,43.742
293,18-05-10,14:06:46,85.442,42.908
294,18-05-10,14:11:46,84.317,43.299
295,18-05-10,14:16:46,84.452,42.286
296,18-05-10,14:21:46,84.407,39.899
297,18-05-10,14:26:46,85.307,39.952
298,18-05-10,14:31:46,86.527,40.323
299,18-05-10,14:36:46,86.074,41.890
300,18-05-10,14:41:46,85.442,42.710
301,18-05-10,14:46:46,85.622,41.630
302,18-05-10,14:51:46,86.617,42.155
303,18-05-10,14:56:46,87.255,40.499
304,18-05-10,15:01:46,86.936,43.167
305,18-05-10,15:06:46,88.534,40.609
306,18-05-10,15:11:46,88.947,37.043
307,18-05-10,15:16:46,88.579,37.192
308,18-05-10,15:21:46,88.626,37.093
309,18-05-10,15:26:46,88.626,36.351
310,18-05-10,15:31:46,88.122,36.459
311,18-05-10,15:36:46,88.763,36.561
312,18-05-10,15:41:46,88.488,36.479
313,18-05-10,15:46:46,88.810,35.515
314,18-05-10,15:51:46,89.316,35.135
315,18-05-10,15:56:46,90.239,35.081
316,18-05-10,16:01:46,88.626,34.387
317,18-05-10,16:06:46,89.823,35.263
318,18-05-10,16:11:46,87.573,35.890
319,18-05-10,16:16:46,88.396,36.474
320,18-05-10,16:21:46,88.167,36.428
321,18-05-10,16:26:46,87.894,37.793
322,18-05-10,16:31:46,87.802,37.284
323,18-05-10,16:36:46,87.847,36.646
324,18-05-10,16:41:46,88.351,37.044
325,18-05-10,16:46:46,86.936,37.740
326,18-05-10,16:51:46,87.073,38.150
327,18-05-10,16:56:46,87.163,37.484
328,18-05-10,17:01:46,88.488,37.086
329,18-05-10,17:06:46,87.985,37.193
330,18-05-10,17:11:46,89.224,37.732
331,18-05-10,17:16:46,88.810,37.844
332,18-05-10,17:21:46,89.362,36.694
333,18-05-10,17:26:46,89.362,36.187
334,18-05-10,17:31:46,88.351,36.539
335,18-05-10,17:36:46,88.351,36.066
336,18-05-10,17:41:46,87.847,35.904
337,18-05-10,17:46:46,88.443,36.476
338,18-05-10,17:51:46,89.177,36.482
339,18-05-10,17:56:46,88.810,35.752
340,18-05-10,18:01:46,88.579,36.821
341,18-05-10,18:06:46,88.396,36.946
342,18-05-10,18:11:46,87.847,37.320
343,18-05-10,18:16:46,87.210,38.627
344,18-05-10,18:21:46,85.894,39.120
345,18-05-10,18:26:46,86.074,39.897
346,18-05-10,18:31:46,85.849,39.817
347,18-05-10,18:36:46,85.577,40.566
348,18-05-10,18:41:46,85.307,39.985
349,18-05-10,18:46:46,82.486,41.868
350,18-05-10,18:51:46,79.963,44.720
351,18-05-10,18:56:46,79.041,46.571
352,18-05-10,19:01:46,77.990,47.401
353,18-05-10,19:06:46,77.072,49.546
354,18-05-10,19:11:46,76.593,50.276
355,18-05-10,19:16:46,76.071,51.316
356,18-05-10,19:21:46,74.770,53.863
357,18-05-10,19:26:46,73.861,55.540
358,18-05-10,19:31:46,73.472,56.440
359,18-05-10,19:36:46,73.472,56.471
360,18-05-10,19:41:46,73.040,57.148
361,18-05-10,19:46:46,72.955,57.326
362,18-05-10,19:51:46,71.834,60.667
363,18-05-10,19:56:46,70.974,63.981
364,18-05-10,20:01:46,70.201,66.333
365,18-05-10,20:06:46,69.427,68.717
366,18-05-10,20:11:46,68.484,71.202
367,18-05-10,20:16:46,67.586,73.342
368,18-05-10,20:21:46,66.943,75.543
369,18-05-10,20:26:46,66.558,77.352
370,18-05-10,20:31:46,66.173,78.835
371,18-05-10,20:36:46,65.530,80.052
372,18-05-10,20:41:46,65.273,81.112
373,18-05-10,20:46:46,65.230,82.275
374,18-05-10,20:51:46,64.845,83.307
375,18-05-10,20:56:46,64.845,84.134
376,18-05-10,21:01:46,65.359,84.419
377,18-05-10,21:06:46,65.444,84.622
378,18-05-10,21:11:46,65.658,84.622
379,18-05-10,21:16:46,65.658,84.814
380,18-05-10,21:21:46,65.701,85.176
381,18-05-10,21:26:46,65.658,85.555
382,18-05-10,21:31:46,65.530,85.840
383,18-05-10,21:36:46,65.359,86.146
384,18-05-10,21:41:46,65.145,86.445
385,18-05-10,21:46:46,65.316,86.767
386,18-05-10,21:51:46,64.974,86.995
387,18-05-10,21:56:46,64.803,87.353
388,18-05-10,22:01:46,64.803,87.515
389,18-05-10,22:06:46,64.974,87.755
390,18-05-10,22:11:46,64.674,87.932
391,18-05-10,22:16:46,64.589,88.137
392,18-05-10,22:21:46,64.418,88.330
393,18-05-10,22:26:46,64.074,88.635
394,18-05-10,22:31:46,63.946,88.807
395,18-05-10,22:36:46,64.161,88.970
396,18-05-10,22:41:46,64.117,89.206
397,18-05-10,22:46:46,63.946,89.398
398,18-05-10,22:51:46,63.903,89.500
399,18-05-10,22:56:46,63.732,89.637
400,18-05-10,23:01:46,63.604,89.754
401,18-05-10,23:06:46,63.732,89.905
402,18-05-10,23:11:46,63.732,90.012
403,18-05-10,23:16:46,63.862,90.110
404,18-05-10,23:21:46,63.775,90.205
405,18-05-10,23:26:46,63.518,90.357
406,18-05-10,23:31:46,63.347,90.441
407,18-05-10,23:36:46,63.518,90.491
408,18-05-10,23:41:46,63.561,90.683
409,18-05-10,23:46:46,63.689,90.781
410,18-05-10,23:51:46,63.304,90.861
411,18-05-10,23:56:46,63.347,90.947
412,18-05-11,00:01:46,63.390,91.033
413,18-05-11,00:06:46,63.475,91.151
414,18-05-11,00:11:46,63.219,91.275
415,18-05-11,00:16:46,63.433,91.358
416,18-05-11,00:21:46,63.561,91.429
417,18-05-11,00:26:46,63.604,91.435
418,18-05-11,00:31:46,63.689,91.580
419,18-05-11,00:36:46,63.732,91.665
420,18-05-11,00:41:46,63.648,91.706
421,18-05-11,00:46:46,63.475,91.762
422,18-05-11,00:51:46,63.604,91.807
423,18-05-11,00:56:46,63.775,91.883
424,18-05-11,01:01:46,63.732,91.878
425,18-05-11,01:06:46,63.732,91.878
426,18-05-11,01:11:46,63.775,91.883
427,18-05-11,01:16:46,63.561,91.907
428,18-05-11,01:21:46,63.390,91.936
429,18-05-11,01:26:46,63.219,91.939
430,18-05-11,01:31:46,63.262,91.918
431,18-05-11,01:36:46,63.133,91.900
432,18-05-11,01:41:46,63.090,91.894
433,18-05-11,01:46:46,63.005,91.856
434,18-05-11,01:51:46,62.875,91.917
435,18-05-11,01:56:46,62.834,91.911
436,18-05-11,02:01:46,62.704,91.920
437,18-05-11,02:06:46,62.577,91.955
438,18-05-11,02:11:46,62.533,92.028
439,18-05-11,02:16:46,62.490,92.022
440,18-05-11,02:21:46,62.447,92.017
441,18-05-11,02:26:46,62.447,92.017
442,18-05-11,02:31:46,62.319,92.051
443,18-05-11,02:36:46,62.276,92.098
444,18-05-11,02:41:46,62.406,92.116
445,18-05-11,02:46:46,62.319,92.184
446,18-05-11,02:51:46,62.062,92.253
447,18-05-11,02:56:46,62.062,92.227
448,18-05-11,03:01:46,62.148,92.239
449,18-05-11,03:06:46,62.233,92.251
450,18-05-11,03:11:46,62.319,92.316
451,18-05-11,03:16:46,62.490,92.392
452,18-05-11,03:21:46,62.406,92.433
453,18-05-11,03:26:46,62.148,92.450
454,18-05-11,03:31:46,62.276,92.468
455,18-05-11,03:36:46,62.319,92.527
456,18-05-11,03:41:46,62.148,92.555
457,18-05-11,03:46:46,62.148,92.608
458,18-05-11,03:51:46,62.191,92.614
459,18-05-11,03:56:46,62.319,92.685
460,18-05-11,04:01:46,62.062,92.701
461,18-05-11,04:06:46,61.934,92.788
462,18-05-11,04:11:46,61.934,92.815
463,18-05-11,04:16:46,61.891,92.835
464,18-05-11,04:21:46,61.977,92.847
465,18-05-11,04:26:46,62.062,92.859
466,18-05-11,04:31:46,62.105,92.918
467,18-05-11,04:36:46,62.062,93.017
468,18-05-11,04:41:46,62.191,93.035
469,18-05-11,04:46:46,62.233,93.094
470,18-05-11,04:51:46,62.276,93.047
471,18-05-11,04:56:46,62.148,93.108
472,18-05-11,05:01:46,61.977,93.215
473,18-05-11,05:06:46,61.977,93.268
474,18-05-11,05:11:46,62.019,93.221
475,18-05-11,05:16:46,61.977,93.241
476,18-05-11,05:21:46,62.019,93.274
477,18-05-11,05:26:46,61.977,93.268
478,18-05-11,05:31:46,61.977,93.320
479,18-05-11,05:36:46,61.891,93.334
480,18-05-11,05:41:46,61.891,93.361
481,18-05-11,05:46:46,61.977,93.399
482,18-05-11,05:51:46,62.105,93.496
483,18-05-11,05:56:46,62.148,93.502
484,18-05-11,06:01:46,61.761,93.552
485,18-05-11,06:06:46,61.761,93.604
486,18-05-11,06:11:46,61.934,93.576
487,18-05-11,06:16:46,61.848,93.617
488,18-05-11,06:21:46,61.934,93.629
489,18-05-11,06:26:46,61.891,93.675
490,18-05-11,06:31:46,61.804,93.715
491,18-05-11,06:36:46,61.720,93.756
492,18-05-11,06:41:46,61.761,93.709
493,18-05-11,06:46:46,61.804,93.768
494,18-05-11,06:51:46,61.848,93.774
495,18-05-11,06:56:46,61.848,93.879
496,18-05-11,07:01:46,61.934,93.891
497,18-05-11,07:06:46,62.019,93.851
498,18-05-11,07:11:46,62.062,93.909
499,18-05-11,07:16:46,62.319,93.972
500,18-05-11,07:21:46,62.490,93.970
501,18-05-11,07:26:46,62.661,93.995
502,18-05-11,07:31:46,62.748,93.981
503,18-05-11,07:36:46,62.919,93.979
504,18-05-11,07:41:46,63.219,93.969
